Transaction_ID,Customer_ID,Customer_Name,Customer_Email,Gender,Province,Order_Date,Load_Timestamp,Product_Category,Quantity,Unit_Price,Discount_Rate,Transaction_Amount,Payment_Method,Order_Status,Is_Promotion,Customer_Email_Original,Is_Email_Imputed,Email_Impute_Flag,Province_Original,Is_Province_Imputed,Province_Impute_Flag,Is_Order_Date_Imputed,Is_Quantity_Valid,Expected_Amount,Amount_Diff,Accuracy_Flag,Transaction_Amount_Original,Is_Order_Status_Valid,Is_Outlier,Transaction_Amount_Before_Cap,Order_Date_dt,Load_Timestamp_dt,Load_Delay_Hours,Is_Late
T000405,C0126,Ploy Maneerat,ploy.maneerat126@example.com,F,Phuket,2026-04-25,2026-04-25 11:00:00,Sports,2,136.56,0.15,232.15,PromptPay,Returned,N,ploy.maneerat126@example.com,False,Original,Phuket,False,Original,False,True,232.15,0.0,False,232.15,True,False,232.15,2026-04-25,2026-04-25 11:00:00,11.0,False
T000403,C0076,Pim Phromla,pim.phromla76@example.com,M,Chanthaburi,2026-03-11,2026-03-11 02:00:00,Home,5,776.68,0.1,2088.6400000000003,Bank Transfer,Cancelled,N,pim.phromla76@example.com,False,Original,Chanthaburi,False,Original,False,True,3495.06,0.0,False,3495.06,True,True,3495.06,2026-03-11,2026-03-11 02:00:00,2.0,False
T000482,C0067,May Pattanakul,may.pattanakul67@example.com,M,Chonburi,2026-01-03,2026-01-03 01:00:00,Home,1,237.37,0.1,213.63,Credit Card,Cancelled,N,,True,Mapped_From_History,Chonburi,False,Original,False,True,213.63,0.0,False,213.63,True,False,213.63,2026-01-03,2026-01-03 01:00:00,1.0,False
T000270,C0160,Mint Kittikul,mint.kittikul160@example.com,F,Chiang Mai,2026-01-23,2026-01-23 04:00:00,Home,4,82.86,0.05,314.87,Cash on Delivery,Processing,N,mint.kittikul160@example.com,False,Original,Chiang Mai,False,Original,False,True,314.87,0.0,False,314.87,True,False,314.87,2026-01-23,2026-01-23 04:00:00,4.0,False
T000396,C0110,Mook Srisawat,mook.srisawat110@example.com,F,Nakhon Ratchasima,2026-01-19,2026-01-19 14:00:00,Beauty,1,195.61,0.1,176.05,Credit Card,Completed,N,mook.srisawat110@example.com,False,Original,Nakhon Ratchasima,False,Original,False,True,176.05,0.0,False,176.05,True,False,176.05,2026-01-19,2026-01-19 14:00:00,14.0,False
T000175,C0064,Ploy Thongdee,ploy.thongdee64@example.com,F,Phuket,2026-02-16,2026-02-16 03:00:00,Beauty,4,472.97,0.1,1702.69,PromptPay,Processing,N,ploy.thongdee64@example.com,False,Original,Phuket,False,Original,False,True,1702.69,0.0,False,1702.69,True,False,1702.69,2026-02-16,2026-02-16 03:00:00,3.0,False
T000347,C0157,Nont Rattanakul,nont.rattanakul157@example.com,F,Khon Kaen,2026-05-16,2026-05-16 07:00:00,Food,3,282.51,0.1,762.78,Credit Card,Returned,N,nont.rattanakul157@example.com,False,Original,Khon Kaen,False,Original,False,True,762.78,0.0,False,762.78,True,False,762.78,2026-05-16,2026-05-16 07:00:00,7.0,False
T000318,C0060,Tee Maneerat,tee.maneerat60@example.com,M,Rayong,2026-06-18,2026-06-18 11:00:00,Sports,5,119.93,0.1,539.69,PromptPay,Processing,N,tee.maneerat60@example.com,False,Original,Rayong,False,Original,False,True,539.69,0.0,False,539.69,True,False,539.69,2026-06-18,2026-06-18 11:00:00,11.0,False
T000383,C0076,Pim Phromla,pim.phromla76@example.com,M,Chanthaburi,2026-01-19,2026-01-19 01:00:00,Home,2,141.51,0.15,240.57,Credit Card,Cancelled,N,pim.phromla76@example.com,False,Original,Chanthaburi,False,Original,False,True,240.57,0.0,False,240.57,True,False,240.57,2026-01-19,2026-01-19 01:00:00,1.0,False
T000394,C0098,Film Lertprasert,film.lertprasert98@example.com,F,Khon Kaen,2026-05-06,2026-05-06 06:00:00,Food,1,206.5,0.0,206.5,Bank Transfer,Processing,Y,film.lertprasert98@example.com,False,Original,Khon Kaen,False,Original,False,True,206.5,0.0,False,206.5,True,False,206.5,2026-05-06,2026-05-06 06:00:00,6.0,False
T000397,C0106,Korn Srisawat,korn.srisawat106@example.com,M,Rayong,2026-03-24,2026-03-24 04:00:00,Food,4,106.73,0.0,426.92,Bank Transfer,Completed,N,korn.srisawat106@example.com,False,Original,Rayong,False,Original,False,True,426.92,0.0,False,426.92,True,False,426.92,2026-03-24,2026-03-24 04:00:00,4.0,False
T000240,C0007,Jane Saelim,jane.saelim7@example.com,M,Chiang Mai,2026-02-09,2026-02-09 09:00:00,Beauty,5,201.04,0.15,854.42,Cash on Delivery,Processing,N,jane.saelim7@example.com,False,Original,Chiang Mai,False,Original,False,True,854.42,0.0,False,854.42,True,False,854.42,2026-02-09,2026-02-09 09:00:00,9.0,False
T000091,C0084,Film Thongdee,film.thongdee84@example.com,F,Bangkok,2026-01-16,2026-01-16 09:00:00,Home,2,180.02,0.0,360.04,Bank Transfer,Cancelled,N,film.thongdee84@example.com,False,Original,Bangkok,False,Original,False,True,360.04,0.0,False,360.04,True,False,360.04,2026-01-16,2026-01-16 09:00:00,9.0,False
T000185,C0041,Tee Chaiyo,tee.chaiyo41@example.com,M,Chonburi,2026-04-23,2026-04-23 17:00:00,Food,1,188.03,0.15,159.83,PromptPay,Processing,N,tee.chaiyo41@example.com,False,Original,Chonburi,False,Original,False,True,159.83,0.0,False,159.83,True,False,159.83,2026-04-23,2026-04-23 17:00:00,17.0,False
T000458,C0092,Tee Wongsa,tee.wongsa92@example.com,F,Chanthaburi,2026-06-25,2026-06-25 15:00:00,Home,2,243.54,0.0,487.08,PromptPay,Cancelled,Y,tee.wongsa92@example.com,False,Original,Chanthaburi,False,Original,False,True,487.08,0.0,False,487.08,True,False,487.08,2026-06-25,2026-06-25 15:00:00,15.0,False
T000359,C0058,Anan Wongsa,anan.wongsa58@example.com,F,Khon Kaen,2026-03-26,2026-03-26 18:00:00,Beauty,5,298.54,0.0,1492.7,Bank Transfer,Completed,N,,True,Mapped_From_History,Khon Kaen,False,Original,False,True,1492.7,0.0,False,1492.7,True,False,1492.7,2026-03-26,2026-03-26 18:00:00,18.0,False
T000524,C0061,Tee Maneerat,tee.maneerat61@example.com,M,Chiang Mai,2026-03-24,2026-03-24 12:00:00,Beauty,3,162.12,0.1,437.72,Credit Card,Returned,N,,True,Mapped_From_History,Chiang Mai,False,Original,False,True,437.72,0.0,False,437.72,True,False,437.72,2026-03-24,2026-03-24 12:00:00,12.0,False
T000342,C0065,Pim Srisawat,pim.srisawat65@example.com,M,Nakhon Ratchasima,2026-06-07,2026-06-07 14:00:00,Beauty,1,55.08,0.05,52.33,Unknown,Processing,N,pim.srisawat65@example.com,False,Original,Nakhon Ratchasima,False,Original,False,True,52.33,0.0,False,52.33,True,False,52.33,2026-06-07,2026-06-07 14:00:00,14.0,False
T000022,C0111,New Rattanakul,new.rattanakul111@example.com,M,Bangkok,2026-02-04,2026-02-04 13:00:00,Food,6,91.54,0.0,549.24,PromptPay,Cancelled,N,new.rattanakul111@example.com,False,Original,Bangkok,False,Original,False,True,549.24,109.04000000000002,True,440.2,True,False,549.24,2026-02-04,2026-02-04 13:00:00,13.0,False
T000236,C0138,Mint Dechawat,mint.dechawat138@example.com,M,Khon Kaen,2026-01-15,2026-01-15 16:00:00,Electronics,2,243.3,0.1,437.94,Unknown,Returned,N,mint.dechawat138@example.com,False,Original,Khon Kaen,False,Original,False,True,437.94,0.0,False,437.94,True,False,437.94,2026-01-15,2026-01-15 16:00:00,16.0,False
T000150,C0011,Mint Rattanakul,mint.rattanakul11@example.com,F,Chanthaburi,2026-02-22,2026-02-22 18:00:00,Sports,4,155.35,0.2,497.12,Unknown,Unknown,N,mint.rattanakul11@example.com,False,Original,,True,Mapped_From_History,False,True,497.12,0.0,False,497.12,False,False,497.12,2026-02-22,2026-02-22 18:00:00,18.0,False
T000416,C0036,Film Maneerat,film.maneerat36@example.com,F,Chonburi,2026-03-29,2026-03-29 13:00:00,Beauty,2,112.29,0.0,224.58,PromptPay,Completed,N,film.maneerat36@example.com,False,Original,Chonburi,False,Original,False,True,224.58,0.0,False,224.58,True,False,224.58,2026-03-29,2026-03-29 13:00:00,13.0,False
T000166,C0134,Pim Wongsa,pim.wongsa134@example.com,M,Chanthaburi,2026-02-23,2026-02-23 07:00:00,Home,1,269.63,0.05,256.15,Credit Card,Returned,N,pim.wongsa134@example.com,False,Original,Chanthaburi,False,Original,False,True,256.15,0.0,False,256.15,True,False,256.15,2026-02-23,2026-02-23 07:00:00,7.0,False
T000275,C0007,Jane Saelim,jane.saelim7@example.com,M,Chiang Mai,2026-03-21,2026-03-21 17:00:00,Beauty,5,167.2,0.0,836.0,Unknown,Returned,N,jane.saelim7@example.com,False,Original,Chiang Mai,False,Original,False,True,836.0,0.0,False,836.0,True,False,836.0,2026-03-21,2026-03-21 17:00:00,17.0,False
T000600,C0151,Mook Thongdee,mook.thongdee151@example.com,M,Bangkok,2026-02-05,2026-05-02 02:00:00,Beauty,2,344.51,0.05,654.57,PromptPay,Returned,N,mook.thongdee151@example.com,False,Original,Bangkok,False,Original,False,True,654.57,0.0,False,654.57,True,False,654.57,2026-02-05,2026-05-02 02:00:00,2066.0,True
T000326,C0068,Beam Sukjai,beam.sukjai68@example.com,F,Bangkok,2026-04-15,2026-04-15 06:00:00,Home,4,530.24,0.1,1908.86,Unknown,Completed,N,beam.sukjai68@example.com,False,Original,Bangkok,False,Original,False,True,1908.86,0.0,False,1908.86,True,False,1908.86,2026-04-15,2026-04-15 06:00:00,6.0,False
T000350,C0157,Nont Rattanakul,nont.rattanakul157@example.com,F,Khon Kaen,2026-01-11,2026-01-11 19:00:00,Beauty,2,303.06,0.0,606.12,Unknown,Returned,N,nont.rattanakul157@example.com,False,Original,Khon Kaen,False,Original,False,True,606.12,0.0,False,606.12,True,False,606.12,2026-01-11,2026-01-11 19:00:00,19.0,False
T000594,C0109,Jane Thongdee,jane.thongdee109@example.com,F,Bangkok,2026-03-10,2026-03-10 02:00:00,Beauty,4,351.63,0.1,1265.87,PromptPay,Processing,N,jane.thongdee109@example.com,False,Original,Bangkok,False,Original,False,True,1265.87,0.0,False,1265.87,True,False,1265.87,2026-03-10,2026-03-10 02:00:00,2.0,False
T000057,C0177,Ice Lertprasert,ice.lertprasert177@example.com,M,Chiang Mai,2026-01-24,2026-01-25 20:00:00,Food,2,99.51,0.0,199.02,Unknown,Processing,N,,True,Mapped_From_History,Chiang Mai,False,Original,False,True,199.02,1.2600000000000193,True,197.76,True,False,199.02,2026-01-24,2026-01-25 20:00:00,44.0,True
T000176,C0013,Narin Wongsa,narin.wongsa13@example.com,F,Khon Kaen,2026-01-17,2026-01-20 13:00:00,Fashion,6,408.72,0.05,2088.6400000000003,PromptPay,Processing,N,narin.wongsa13@example.com,False,Original,Khon Kaen,False,Original,False,True,2329.7,0.0,False,2329.7,True,True,2329.7,2026-01-17,2026-01-20 13:00:00,85.0,True
T000278,C0043,Beam Rattanakul,beam.rattanakul43@example.com,M,Bangkok,2026-04-02,2026-04-02 10:00:00,Sports,6,161.62,0.05,921.23,Bank Transfer,Completed,N,,True,Mapped_From_History,Bangkok,False,Original,False,True,921.23,0.0,False,921.23,True,False,921.23,2026-04-02,2026-04-02 10:00:00,10.0,False
T000157,C0046,Nont Boonmee,nont.boonmee46@example.com,F,Chiang Mai,2026-06-22,2026-06-22 19:00:00,Food,5,191.71,0.0,958.55,PromptPay,Returned,N,nont.boonmee46@example.com,False,Original,Chiang Mai,False,Original,False,True,958.55,0.0,False,958.55,True,False,958.55,2026-06-22,2026-06-22 19:00:00,19.0,False
T000445,C0021,May Boonmee,may.boonmee21@example.com,F,Nakhon Ratchasima,2026-04-18,2026-04-18 11:00:00,Food,2,156.01,0.2,249.62,Credit Card,Processing,N,may.boonmee21@example.com,False,Original,Nakhon Ratchasima,False,Original,False,True,249.62,0.0,False,249.62,True,False,249.62,2026-04-18,2026-04-18 11:00:00,11.0,False
T000540,C0113,Tee Dechawat,tee.dechawat113@example.com,M,Rayong,2026-03-10,2026-03-10 07:00:00,Food,5,179.32,0.05,851.77,Bank Transfer,Completed,N,tee.dechawat113@example.com,False,Original,Rayong,False,Original,False,True,851.77,0.0,False,851.77,True,False,851.77,2026-03-10,2026-03-10 07:00:00,7.0,False
T000282,C0113,Tee Dechawat,tee.dechawat113@example.com,M,Rayong,2026-05-06,2026-05-06 19:00:00,Sports,6,183.9,0.05,1048.23,PromptPay,Cancelled,Y,tee.dechawat113@example.com,False,Original,Rayong,False,Original,False,True,1048.23,10482.300000000001,True,11530.53,True,False,1048.23,2026-05-06,2026-05-06 19:00:00,19.0,False
T000298,C0101,Boss Phromla,boss.phromla101@example.com,M,Bangkok,2026-03-11,2026-03-11 13:00:00,Beauty,2,187.88,0.1,338.18,Bank Transfer,Returned,Y,boss.phromla101@example.com,False,Original,Bangkok,False,Original,False,True,338.18,2705.44,True,3043.62,True,False,338.18,2026-03-11,2026-03-11 13:00:00,13.0,False
T000148,C0080,May Kittikul,may.kittikul80@example.com,F,Khon Kaen,2026-05-23,2026-05-23 02:00:00,Fashion,6,350.59,0.0,2088.6400000000003,Bank Transfer,Processing,N,may.kittikul80@example.com,False,Original,Khon Kaen,False,Original,False,True,2103.54,0.0,False,2103.54,True,True,2103.54,2026-05-23,2026-05-23 02:00:00,2.0,False
T000426,C0072,Tee Lertprasert,tee.lertprasert72@example.com,F,Chanthaburi,2026-03-31,2026-03-31 15:00:00,Sports,2,247.84,0.2,396.54,Bank Transfer,Returned,N,tee.lertprasert72@example.com,False,Original,Chanthaburi,False,Original,False,True,396.54,0.0,False,396.54,True,False,396.54,2026-03-31,2026-03-31 15:00:00,15.0,False
T000550,C0175,Boss Khamdee,boss.khamdee175@example.com,F,Nakhon Ratchasima,2026-01-01,2026-01-01 14:00:00,Electronics,5,128.66,0.0,643.3,Cash on Delivery,Completed,N,boss.khamdee175@example.com,False,Original,Nakhon Ratchasima,False,Original,False,True,643.3,0.0,False,643.3,True,False,643.3,2026-01-01,2026-01-01 14:00:00,14.0,False
T000374,C0128,Ploy Khamdee,ploy.khamdee128@example.com,M,Bangkok,2026-03-25,2026-03-25 06:00:00,Sports,3,198.33,0.05,565.24,Bank Transfer,Completed,N,ploy.khamdee128@example.com,False,Original,Bangkok,False,Original,False,True,565.24,0.0,False,565.24,True,False,565.24,2026-03-25,2026-03-25 06:00:00,6.0,False
T000333,C0157,Nont Rattanakul,nont.rattanakul157@example.com,F,Khon Kaen,2026-03-20,2026-03-20 13:00:00,Food,4,88.38,0.2,282.82,PromptPay,Cancelled,N,nont.rattanakul157@example.com,False,Original,Khon Kaen,False,Original,False,True,282.82,0.0,False,282.82,True,False,282.82,2026-03-20,2026-03-20 13:00:00,13.0,False
T000073,C0076,Pim Phromla,pim.phromla76@example.com,M,Chanthaburi,2026-03-09,2026-03-09 12:00:00,Sports,6,101.8,0.0,610.8,Bank Transfer,Returned,N,pim.phromla76@example.com,False,Original,Chanthaburi,False,Original,False,True,610.8,0.0,False,610.8,True,False,610.8,2026-03-09,2026-03-09 12:00:00,12.0,False
T000460,C0043,Beam Rattanakul,beam.rattanakul43@example.com,M,Bangkok,2026-06-07,2026-06-07 05:00:00,Sports,5,302.17,0.05,1435.31,Cash on Delivery,Completed,N,beam.rattanakul43@example.com,False,Original,Bangkok,False,Original,False,True,1435.31,0.0,False,1435.31,True,False,1435.31,2026-06-07,2026-06-07 05:00:00,5.0,False
T000032,C0017,Mook Rattanakul,mook.rattanakul17@example.com,F,Khon Kaen,2026-05-23,2026-05-23 17:00:00,Food,2,50.64,0.2,81.02,PromptPay,Completed,N,mook.rattanakul17@example.com,False,Original,Khon Kaen,False,Original,False,True,81.02,0.0,False,81.02,True,False,81.02,2026-05-23,2026-05-23 17:00:00,17.0,False
T000234,C0002,Mint Thongdee,mint.thongdee2@example.com,F,Rayong,2026-06-19,2026-06-19 09:00:00,Home,5,100.99,0.05,479.7,Bank Transfer,Cancelled,N,mint.thongdee2@example.com,False,Original,Rayong,False,Original,False,True,479.7,0.0,False,479.7,True,False,479.7,2026-06-19,2026-06-19 09:00:00,9.0,False
T000579,C0041,Tee Chaiyo,tee.chaiyo41@example.com,M,Chonburi,2026-03-25,2026-03-25 02:00:00,Sports,4,372.19,0.2,1191.01,Bank Transfer,Processing,Y,tee.chaiyo41@example.com,False,Original,Chonburi,False,Original,False,True,1191.01,0.0,False,1191.01,True,False,1191.01,2026-03-25,2026-03-25 02:00:00,2.0,False
T000404,C0125,May Lertprasert,may.lertprasert125@example.com,F,Rayong,2026-06-07,2026-06-07 18:00:00,Fashion,2,324.16,0.2,518.66,PromptPay,Processing,N,may.lertprasert125@example.com,False,Original,Rayong,False,Original,False,True,518.66,0.0,False,518.66,True,False,518.66,2026-06-07,2026-06-07 18:00:00,18.0,False
T000301,C0128,Ploy Khamdee,ploy.khamdee128@example.com,M,Bangkok,2026-01-19,2026-01-19 03:00:00,Food,6,152.16,0.0,912.96,Unknown,Cancelled,N,ploy.khamdee128@example.com,False,Original,Bangkok,False,Original,False,True,912.96,0.0,False,912.96,True,False,912.96,2026-01-19,2026-01-19 03:00:00,3.0,False
T000235,C0008,Ice Rattanakul,ice.rattanakul8@example.com,M,Chiang Mai,2026-01-13,2026-01-13 16:00:00,Electronics,6,44.37,0.05,252.91,Unknown,Completed,N,ice.rattanakul8@example.com,False,Original,Chiang Mai,False,Original,False,True,252.91,0.0,False,252.91,True,False,252.91,2026-01-13,2026-01-13 16:00:00,16.0,False
T000494,C0016,Korn Lertprasert,korn.lertprasert16@example.com,M,Khon Kaen,2026-04-22,2026-04-22 09:00:00,Food,3,394.57,0.0,1183.71,Cash on Delivery,Returned,N,korn.lertprasert16@example.com,False,Original,Khon Kaen,False,Original,False,True,1183.71,0.0,False,1183.71,True,False,1183.71,2026-04-22,2026-04-22 09:00:00,9.0,False
T000443,C0162,Aom Dechawat,aom.dechawat162@example.com,M,Rayong,2026-04-28,2026-04-28 13:00:00,Home,6,120.21,0.0,721.26,PromptPay,Completed,N,aom.dechawat162@example.com,False,Original,Rayong,False,Original,False,True,721.26,0.0,False,721.26,True,False,721.26,2026-04-28,2026-04-28 13:00:00,13.0,False
T000083,C0056,Mint Maneerat,mint.maneerat56@example.com,M,Rayong,2026-03-09,2026-03-09 17:00:00,Food,5,244.91,0.0,1224.55,Cash on Delivery,Processing,N,mint.maneerat56@example.com,False,Original,Rayong,False,Original,False,True,1224.55,0.0,False,1224.55,True,False,1224.55,2026-03-09,2026-03-09 17:00:00,17.0,False
T000428,C0112,Pim Rattanakul,pim.rattanakul112@example.com,M,Phuket,2026-02-03,2026-02-03 03:00:00,Fashion,-3,161.2,0.05,0.0,PromptPay,Processing,N,pim.rattanakul112@example.com,False,Original,Phuket,False,Original,False,False,-459.42,765.7,True,306.28,True,False,-459.42,2026-02-03,2026-02-03 03:00:00,3.0,False
T000454,C0033,Pim Srisawat,pim.srisawat33@example.com,M,Rayong,2026-06-11,2026-06-11 01:00:00,Sports,2,233.48,0.05,443.61,PromptPay,Processing,N,pim.srisawat33@example.com,False,Original,Rayong,False,Original,False,True,443.61,0.0,False,443.61,True,False,443.61,2026-06-11,2026-06-11 01:00:00,1.0,False
T000125,C0044,Gun Phromla,gun.phromla44@example.com,F,Chonburi,2026-06-14,2026-06-14 16:00:00,Home,1,71.84,0.0,71.84,Credit Card,Processing,N,gun.phromla44@example.com,False,Original,Chonburi,False,Original,False,True,71.84,0.0,False,71.84,True,False,71.84,2026-06-14,2026-06-14 16:00:00,16.0,False
T000245,C0083,Beam Srisawat,beam.srisawat83@example.com,M,Chiang Mai,2026-02-26,2026-02-26 14:00:00,Food,3,266.88,0.0,800.64,PromptPay,Processing,N,beam.srisawat83@example.com,False,Original,Chiang Mai,False,Original,False,True,800.64,0.0,False,800.64,True,False,800.64,2026-02-26,2026-02-26 14:00:00,14.0,False
T000296,C0030,May Thongdee,may.thongdee30@example.com,M,Nakhon Ratchasima,2026-03-25,2026-03-25 17:00:00,Electronics,4,169.87,0.1,611.53,PromptPay,Completed,N,may.thongdee30@example.com,False,Original,Nakhon Ratchasima,False,Original,False,True,611.53,0.0,False,611.53,True,False,611.53,2026-03-25,2026-03-25 17:00:00,17.0,False
T000195,C0047,Ploy Saelim,ploy.saelim47@example.com,F,Khon Kaen,2026-05-05,2026-05-05 01:00:00,Food,4,319.22,0.0,1276.88,Credit Card,Completed,N,ploy.saelim47@example.com,False,Original,Khon Kaen,False,Original,False,True,1276.88,0.0,False,1276.88,True,False,1276.88,2026-05-05,2026-05-05 01:00:00,1.0,False
T000076,C0038,Boss Kittikul,boss.kittikul38@example.com,F,Nakhon Ratchasima,2026-03-21,2026-03-21 02:00:00,Electronics,2,146.57,0.0,293.14,Credit Card,Cancelled,N,boss.kittikul38@example.com,False,Original,Nakhon Ratchasima,False,Original,False,True,293.14,0.0,False,293.14,True,False,293.14,2026-03-21,2026-03-21 02:00:00,2.0,False
T000063,C0022,Film Kittikul,film.kittikul22@example.com,F,Nakhon Ratchasima,2026-01-11,2026-01-11 02:00:00,Sports,1,195.89,0.15,166.51,Credit Card,Cancelled,N,film.kittikul22@example.com,False,Original,Nakhon Ratchasima,False,Original,False,True,166.51,0.0,False,166.51,True,False,166.51,2026-01-11,2026-01-11 02:00:00,2.0,False
T000181,C0121,Ice Kittikul,ice.kittikul121@example.com,M,Bangkok,2026-03-30,2026-03-30 14:00:00,Electronics,6,276.17,0.2,1325.62,Bank Transfer,Returned,N,ice.kittikul121@example.com,False,Original,Bangkok,False,Original,False,True,1325.62,0.0,False,1325.62,True,False,1325.62,2026-03-30,2026-03-30 14:00:00,14.0,False
T000560,C0068,Beam Sukjai,beam.sukjai68@example.com,F,Bangkok,2026-01-04,2026-01-04 14:00:00,Electronics,5,106.54,0.2,426.16,Credit Card,Unknown,N,beam.sukjai68@example.com,False,Original,Bangkok,False,Original,False,True,426.16,0.0,False,426.16,False,False,426.16,2026-01-04,2026-01-04 14:00:00,14.0,False
T000222,C0135,Korn Srisawat,korn.srisawat135@example.com,F,Bangkok,2026-03-19,2026-03-19 13:00:00,Beauty,1,110.93,0.1,99.84,Credit Card,Processing,N,korn.srisawat135@example.com,False,Original,Bangkok,False,Original,False,True,99.84,6.450000000000003,True,93.39,True,False,99.84,2026-03-19,2026-03-19 13:00:00,13.0,False
T000226,C0164,Gun Srisawat,gun.srisawat164@example.com,F,Chonburi,2026-02-15,2026-02-15 10:00:00,Home,3,128.01,0.05,364.83,Bank Transfer,Returned,N,gun.srisawat164@example.com,False,Original,Chonburi,False,Original,False,True,364.83,0.0,False,364.83,True,False,364.83,2026-02-15,2026-02-15 10:00:00,10.0,False
T000564,C0057,Ploy Thongdee,ploy.thongdee57@example.com,F,Nakhon Ratchasima,2026-04-06,2026-04-06 03:00:00,Beauty,6,555.53,0.1,2088.6400000000003,Cash on Delivery,Processing,N,ploy.thongdee57@example.com,False,Original,Nakhon Ratchasima,False,Original,False,True,2999.86,0.0,False,2999.86,True,True,2999.86,2026-04-06,2026-04-06 03:00:00,3.0,False
T000338,C0123,Ploy Khamdee,ploy.khamdee123@example.com,F,Chanthaburi,2026-03-06,2026-03-06 09:00:00,Food,2,662.26,0.0,1324.52,Unknown,Processing,N,ploy.khamdee123@example.com,False,Original,Chanthaburi,False,Original,False,True,1324.52,0.0,False,1324.52,True,False,1324.52,2026-03-06,2026-03-06 09:00:00,9.0,False
T000048,C0151,Mook Thongdee,mook.thongdee151@example.com,M,Bangkok,2026-02-05,2026-05-05 09:00:00,Electronics,2,164.0,0.0,328.0,Cash on Delivery,Completed,N,mook.thongdee151@example.com,False,Original,Bangkok,False,Original,False,True,328.0,0.0,False,328.0,True,False,328.0,2026-02-05,2026-05-05 09:00:00,2145.0,True
T000067,C0137,Film Boonmee,film.boonmee137@example.com,M,Khon Kaen,2026-03-07,2026-03-07 02:00:00,Home,3,77.71,0.2,186.5,Unknown,Cancelled,N,film.boonmee137@example.com,False,Original,Khon Kaen,False,Original,False,True,186.5,0.0,False,186.5,True,False,186.5,2026-03-07,2026-03-07 02:00:00,2.0,False
T000092,C0008,Ice Rattanakul,ice.rattanakul8@example.com,M,Chiang Mai,2026-04-09,2026-04-09 01:00:00,Sports,4,219.68,0.05,834.78,Cash on Delivery,Cancelled,Y,ice.rattanakul8@example.com,False,Original,Chiang Mai,False,Original,False,True,834.78,0.0,False,834.78,True,False,834.78,2026-04-09,2026-04-09 01:00:00,1.0,False
T000230,C0141,Korn Phromla,korn.phromla141@example.com,M,Khon Kaen,2026-02-23,2026-02-23 12:00:00,Electronics,2,348.44,0.05,662.04,Credit Card,Processing,N,korn.phromla141@example.com,False,Original,Khon Kaen,False,Original,False,True,662.04,0.0,False,662.04,True,False,662.04,2026-02-23,2026-02-23 12:00:00,12.0,False
T000036,C0067,May Pattanakul,may.pattanakul67@example.com,M,Chonburi,2026-06-15,2026-06-18 09:00:00,Home,3,158.13,0.05,450.67,PromptPay,Cancelled,N,may.pattanakul67@example.com,False,Original,Chonburi,False,Original,False,True,450.67,0.0,False,450.67,True,False,450.67,2026-06-15,2026-06-18 09:00:00,81.0,True
T000134,C0131,Narin Rattanakul,narin.rattanakul131@example.com,F,Khon Kaen,2026-01-18,2026-01-18 12:00:00,Fashion,4,344.47,0.0,1377.88,Credit Card,Cancelled,N,narin.rattanakul131@example.com,False,Original,Khon Kaen,False,Original,False,True,1377.88,0.0,False,1377.88,True,False,1377.88,2026-01-18,2026-01-18 12:00:00,12.0,False
T000439,C0160,Mint Kittikul,mint.kittikul160@example.com,F,Chiang Mai,2026-05-13,2026-05-21 17:00:00,Sports,3,94.33,0.0,282.99,Unknown,Returned,N,mint.kittikul160@example.com,False,Original,Chiang Mai,False,Original,False,True,282.99,666383.01,True,666666.0,True,False,282.99,2026-05-13,2026-05-21 17:00:00,209.0,True
T000010,C0085,Aom Thongdee,aom.thongdee85@example.com,F,Chiang Mai,2026-05-09,2026-05-13 20:00:00,Home,2,259.33,0.0,518.66,Credit Card,Cancelled,N,aom.thongdee85@example.com,False,Original,Chiang Mai,False,Original,False,True,518.66,0.0,False,518.66,True,False,518.66,2026-05-09,2026-05-13 20:00:00,116.0,True
T000023,C0125,May Lertprasert,may.lertprasert125@example.com,F,Rayong,2026-05-25,2026-05-25 19:00:00,Beauty,5,97.06,0.05,461.04,PromptPay,Returned,N,may.lertprasert125@example.com,False,Original,,True,Mapped_From_History,False,True,461.04,136.41000000000003,True,324.63,True,False,461.04,2026-05-25,2026-05-25 19:00:00,19.0,False
T000430,C0138,Mint Dechawat,mint.dechawat138@example.com,M,Khon Kaen,2026-01-24,2026-01-24 05:00:00,Electronics,6,208.35,0.0,1250.1,Cash on Delivery,Processing,N,mint.dechawat138@example.com,False,Original,Khon Kaen,False,Original,False,True,1250.1,0.0,False,1250.1,True,False,1250.1,2026-01-24,2026-01-24 05:00:00,5.0,False
T000467,C0011,Mint Rattanakul,mint.rattanakul11@example.com,F,Chanthaburi,2026-03-05,2026-03-05 09:00:00,Fashion,6,219.12,0.0,1314.72,Cash on Delivery,Completed,N,mint.rattanakul11@example.com,False,Original,Chanthaburi,False,Original,False,True,1314.72,0.0,False,1314.72,True,False,1314.72,2026-03-05,2026-03-05 09:00:00,9.0,False
T000485,C0058,Anan Wongsa,anan.wongsa58@example.com,F,Khon Kaen,2026-01-01,2026-01-01 16:00:00,Beauty,4,221.28,0.1,796.61,Credit Card,Processing,N,,True,Mapped_From_History,Khon Kaen,False,Original,False,True,796.61,0.0,False,796.61,True,False,796.61,2026-01-01,2026-01-01 16:00:00,16.0,False
